"CAC-L","CMF-L","CCM-L","CNU-L","ETL-L","FPL-L","FSF-L","IPL-L","ITL-L","ISL-L","IMC-L","LOL-L","LOF-L","LGL-L","MOF-L","MTL-L","PHL-L","PCL-L","PPS-L","POS-L","PTS-L","PCR-L","PTC-L","PCC-L","PRC-L","PCN-L","RAC-L","RMF-L","SFL-L","SPL-L","STL-L","SML-L","TPP-L","TTL-L","CAC-R","CMF-R","CCM-R","CNU-R","ETL-R","FPL-R","FSF-R","IPL-R","ITL-R","ISL-R","IMC-R","LOL-R","LOF-R","LGL-R","MOF-R","MTL-R","PHL-R","PCL-R","PPS-R","POS-R","PTS-R","PCR-R","PTC-R","PCC-R","PRC-R","PCN-R","RAC-R","RMF-R","SFL-R","SPL-R","STL-R","SML-R","TPP-R","TTL-R"
674.12,708.44,585.52,637.32,305.52,509.33,449.11,726.18,420.65,604.37,433.79,696.74,552.49,469.75,485.76,540.15,509.65,370.28,710.23,834.38,780.62,627.86,559.08,483.87,602.65,593.54,732.01,958.07,884.03,733.42,602.13,643.22,329.86,584.89,722.59,670.76,713.54,616.93,320.2,566.78,399.12,695.56,440.18,616.92,425.22,599.14,575.01,429.42,544.41,595.83,478.88,368.77,720.62,878.56,867.59,591.96,577.12,474.01,611.84,549.32,800.92,890.53,852.39,679.49,663.25,628.71,419.94,606.47
673.05,707.8,585.34,637.04,306.66,513.83,449.56,726.05,421.21,609.68,434.3,695.04,555.12,470.41,485.58,538.97,507.83,374,712.07,839.81,781.95,628.3,557.63,482.52,603.78,593.92,735.13,959.7,883.38,733.13,604,642.79,335.54,589.66,721.44,669.45,693.48,615.94,330.04,570.29,399.21,695.63,441.03,618.8,425.43,598.06,575.71,429.95,546.82,596.54,478.76,370.4,723.95,884.34,871.31,591.28,576.45,474.25,610.68,550,803.2,893.26,852.63,679.52,665.6,627.77,421.29,613.48
672.74,710.45,569.66,638.01,301.48,510.77,447.98,728.68,420.75,605.15,434.02,696.55,553.49,468.72,486.03,540.17,508.26,370.03,712.41,836.93,783.56,625.93,558.26,485.05,604.15,594.78,733.81,961.13,885.63,735.65,601.86,644.72,329.39,584.16,721.02,672.93,708.59,617.36,318.09,568.12,398.58,698.22,441.11,615.38,426.12,599.99,576.29,430.23,544.73,596.75,479.49,367.92,722.19,882.22,869.13,591.91,576.85,475.44,611.26,550.27,798.63,893.15,853.46,681.83,663.77,629.69,418.71,605.33
670.59,708.54,580.41,637.19,306.78,514.52,449.43,726.85,421.91,607.26,432.87,694.98,553.81,469.27,486.13,539.5,507.35,373.59,712.97,839.85,785.02,627.83,557.28,482.69,603.75,593.5,732.16,961.69,883.85,733.92,604.21,643.47,335.14,588.87,718.33,672.25,718.14,615.54,328.9,570.18,399.79,695.4,441.27,617.41,422.84,597.44,575.3,429.55,545.74,595.86,479,368.66,722.84,883.21,870.78,591.78,575.44,473.92,610.52,549.11,803.25,892.14,852.71,679.93,665.53,627.51,417.12,610.06
670.52,710.92,606.64,637.13,304.42,511.12,449.14,727.98,422.76,605.12,432.84,697.4,554.81,469.14,486.55,540.07,507.59,370.52,712.98,839.99,785.29,626.73,558.22,483.5,603.97,593.7,733.35,961.24,886.06,734.65,601.43,644.71,328.37,587.53,720.11,673.33,712.39,616.75,321.59,569.82,400.08,696.59,439.99,616.43,423.95,600.29,575.76,429.82,544.8,596.58,479.09,368.84,723,882.96,869.5,591.97,576.53,474.14,611.75,549.02,802.08,893.58,854.12,680.57,662.5,628.98,419.55,611.69
672.57,708.37,602.68,636.2,307.21,510.55,450.49,724.16,422.04,606.94,432.51,695.52,552.42,469.07,485.64,538.85,507.57,373.82,712.05,836.37,785,628.33,557.38,483.6,603.03,592.85,732.06,961.74,882.98,733.09,603.6,642.39,334.16,585.27,720.24,670.43,710.3,614.86,328.41,570.36,400.4,693.87,440.73,616.76,422.7,598,573.56,429.65,546.23,595.41,478.38,369.18,722.01,882.62,868.73,591.28,575.57,472.03,610.39,548.36,802,892.46,852.43,678.7,664.55,626.82,419.88,608.94
674.59,708.99,607.97,639.66,302.57,514.95,448.63,727.65,420.01,606.76,433.66,699.26,551.4,469.94,486.53,537.24,507.82,367.45,712.67,836.29,782.59,626.96,559.11,484.23,603.43,594.44,732.98,962.2,885.58,734.72,601.82,644.1,325.65,586.9,723.46,672.43,693.92,617.51,322.91,570.68,401.79,696.71,441.25,616.85,424.5,602.18,575.95,430.45,544.8,597.83,479.95,372.08,721.12,880.78,866.57,592.03,577.2,475.74,611.48,550.73,802.54,894.96,854.52,681.36,665.25,629.49,419.24,614.1
673.99,705.9,593.47,638.56,308.66,511.44,450.2,723.57,421.76,607.36,432.39,697.07,552.09,469.15,484.47,538.87,509.27,372.63,710.62,829.92,780.18,626.36,558.02,482.56,602.99,593.82,730.76,960.22,882.29,733.58,604.7,642.36,337.15,586.41,723.21,668.79,706.02,615.12,327.76,572.09,400.72,694.34,441.24,618.3,423.5,599.55,573.41,429.27,544.97,596.83,480.76,370.21,722.32,878.31,868.47,589.63,575.99,473.39,610.94,549.86,800.72,894.16,852.29,680.97,665.11,628.5,417.14,611.26
676.94,707.01,584,638.26,303.59,510.59,449.75,725.08,420.42,608.29,432.65,699.68,552.01,469.66,485.64,539.02,508.35,370.47,710.96,831.62,781.48,624.6,559.05,486.45,603.66,593.27,731.61,959.17,884.05,734.69,604.61,644.41,327.61,589.88,725.39,671.49,730,616.81,322.49,571.35,400.12,697.25,442.75,620.76,424.57,602.58,576.02,429.49,544.46,597.84,480.21,369.43,723.22,878.9,869.08,590.35,577.55,478.19,612.88,551.15,804.92,894.92,854.69,682.72,667.83,631.93,415.32,612.47
674.18,705.3,576.96,636.97,304.17,509.12,449.49,722.26,420.86,607.03,431.43,696.78,550.12,468.68,484.66,538.26,509.27,371.74,709.21,827.1,779.61,624.22,558.82,483.17,603.82,591.7,728.8,957.61,881.12,732.95,604.03,643.07,335.88,586.1,723.57,669.19,719.39,613.72,330.85,569.39,399.85,694.26,441.73,620.25,422.26,599.72,574.15,428.56,545.24,596.45,481.3,368.64,723.78,876.66,868.59,588.96,576.44,475.25,611.41,548.85,802.86,893.38,852.74,682.01,666.43,630.09,422.46,607.39
677.29,706.3,588.44,637.72,302.97,509.03,449.35,723.59,419.75,607.68,430.85,698.84,551.06,469.61,485.52,539.1,507.75,369.58,709.94,827.6,779.43,624.12,558.75,485.11,603.77,592.23,730.22,955.91,882.99,732.48,605.66,643.35,328.26,587.75,722.6,669.76,712.53,616.32,321.93,566.79,400.67,696.3,441.87,620.63,422.71,601.6,574.39,428.7,544.93,596.74,479.23,370.18,722.19,879.55,869.79,590.05,577.15,476.92,613.38,549.89,803.14,894.88,853.49,681.94,668.01,632.18,419.6,611.22
674.43,704.52,591.96,637.26,304.09,511.39,448.56,722.15,419.78,606.18,432.21,694.71,549.34,468.73,484.38,537.33,507.43,372.19,708.98,824.15,778.86,625.52,557.62,482.56,602.11,593.2,728.81,955.61,881.62,730.34,602.14,641.48,335.04,585.55,721.72,667.42,695.67,614.33,331.39,567.6,399.06,693.19,440.37,618.35,423.76,598.03,571.91,428.86,546.09,595.45,480.3,368.43,720.56,875.7,867.18,589.99,575.84,474.68,611.06,549.42,802.48,892.83,852.16,679.93,665.15,628.78,420.33,604.8
675.39,706.81,581.69,638.44,305.21,514.98,449.42,725.46,418.87,606.77,433.73,696.87,551.79,469.17,486.08,539.23,507.37,371.96,710.76,829.95,780.71,626.26,558.17,484.44,602.47,593.93,732.15,956.55,884.07,731.86,604.22,642.97,331.08,590.09,721.73,670.65,705.67,618.3,319.94,568.31,399.4,696.23,440.61,618.02,425.14,600.75,574.5,429.28,546.72,595.94,478.82,370.5,721.4,878.96,868.72,591.08,576.64,475.2,612,551.67,805.06,892.93,853.74,680.35,665.13,629.9,419.29,612.43
675.47,706.33,590.49,637.91,303.03,511.6,448.29,722.97,419.71,605.2,433.99,693.47,549.45,467.97,486.22,539.32,508.7,371.86,709.08,823.99,781.13,626.1,557.35,482.86,601.4,594.44,729.56,955.44,882.29,729.33,602.36,639.78,336.36,584.97,720.47,667.66,711.37,618.01,331.04,572.55,398.67,692.84,439.14,614.3,424.43,597.64,571.7,429.46,545.25,594.87,479.43,368.97,720.01,875.72,866.61,590.03,575.05,474.36,609.94,550.78,803.27,888.98,851.19,678.85,663.54,625.97,417.13,604.18
676.05,708.66,604.92,639.33,305.2,513.58,449.47,728.07,419.64,607.05,435.69,697.74,552.06,470.13,487.85,538.4,506.93,372.22,710.81,832.89,781.98,627.86,557.8,484.43,602.26,595.82,732.9,958.21,885.89,731.77,603.48,642.02,331.43,589.05,723.35,671.35,710.8,621.68,316.63,570.95,400.67,696.81,441,618.59,426,601.55,574.6,430.63,547.1,596.15,478.88,372.86,721.18,879.22,866.9,593.65,577.02,475.53,610.84,552.93,805.72,891.87,854.59,680.42,664.96,628.21,425.1,611.45
674,708.48,601.52,638.39,304.45,513.41,449.11,727.33,421.04,605,435.39,694.93,551.03,469.51,488.09,538.57,507.74,371.45,710.31,833.37,782.85,629.17,557.36,482.73,601.77,595.63,731.77,957.89,885.58,732.31,601.21,640.83,336.43,585.16,720.3,670.36,718.22,619.43,332.94,573.79,399.16,695.59,440.45,616.85,426.63,598.7,572.75,429.52,548.2,596.39,479.01,369.68,720.53,876.98,865.28,591.66,576.27,474.72,609.71,551.92,802.18,890.65,853.8,679.7,664.59,626.6,418.24,605.94
676,709.65,597.03,640.4,306.39,516.37,449.86,731.47,421.67,607.74,437.45,698.08,552.62,470.6,489.08,539.41,507.61,370.88,712.15,838.15,783.46,629.63,558.12,485.3,602.33,596.4,736.96,960.1,888.09,734.35,603.32,643.38,335.11,590.03,724,673.29,735.98,620.83,318.77,572.29,400.83,698.6,441.51,619.18,427.35,601.08,574.74,430.95,549.01,597.24,478.68,371.78,722.46,883.41,868.6,594.03,577.49,475.91,611.09,552.79,810.11,892.67,856.45,680.45,665.42,627.99,424.85,614.3
674.12,710.31,582.34,640.08,305.06,513.64,449.52,730.41,422,606.65,436.88,696.24,551.42,470.21,488.83,540.44,509.03,370.61,711.88,835.89,782.24,630.08,557.78,484.99,602.09,596.72,735.26,960.75,887.83,735.01,602.25,642.14,336.43,584.63,722.98,671.88,711.79,619.96,331.3,577.5,400.45,698.67,441.43,616.1,426.32,599.07,574.53,430.25,549.18,599.32,480.87,369.59,721.86,878.47,866.23,593.72,576.93,475.61,610.59,552.92,806.51,891.5,856.93,680.32,664.43,627.55,418.35,607.43
673.48,710.81,596.92,640.47,305.98,517.53,449.6,733.18,421.71,607.91,437.8,698.67,553.02,471.53,489.62,540.34,508.2,371.57,712,838.18,783.62,631.14,558.42,485.74,603.17,597.63,738.05,962.98,889.37,735.07,604.43,643.88,334.93,590.11,723.39,674.4,694.25,620.73,322.3,577.36,400.34,700.78,442.37,617.82,426.56,601.58,574.95,432.02,548.61,599.17,480.29,372.06,723.48,884.16,868.94,595.57,577.62,477.17,610.91,553.32,810.41,893.98,858.59,682.14,666.25,628.31,421.97,615.61
673.73,710.55,577.37,639.66,304.77,515.87,449.12,732.13,421.62,605.08,436.57,697.55,552.2,470.98,489.45,540.34,509.44,370.61,711.35,838.69,782.61,630.22,558.72,483.59,602.74,596.42,735.4,959.88,888.85,735.56,602.22,642.59,337.85,584.83,723.61,674.45,731.69,619.08,332.22,575.35,400.83,700.74,441.71,617.53,427.93,599.79,575.5,431.11,548.97,599.09,480.98,370.62,722.11,882.5,868.6,594.6,576.86,475.01,610.96,552.84,806.56,892.97,857.91,682.28,663.82,627.65,421.33,607.54
673.52,710.89,589.47,640.24,307.12,516.92,449.58,732.74,421.25,607.6,438,697.96,553.34,471.95,488.7,540.79,508.66,372.07,713.76,839.37,785.23,631.17,558.98,484.99,603.22,596.96,738.05,963.37,889.14,734.72,604.52,643.33,336.14,590.37,719.81,674.77,710.29,620.48,323.82,578.5,401.17,700.33,442.02,618.48,427.28,600.94,575.41,432.15,546.42,600.31,479.12,371.85,723.75,886.79,869.7,594.8,577.52,475.75,611.68,552.82,811.63,894.57,858.97,681.08,666.21,627.9,422.54,617.15
673.84,711.58,604.08,639,304.97,517.28,449.62,732.25,421.26,605.15,438.14,696.47,552.18,470.11,488.64,540.42,508.94,371.85,711.33,839.75,783.66,629.61,558.66,483.69,602.48,596.57,735.37,960.04,889.17,735.61,601.01,642.29,336.8,584.18,719.2,675.2,746.34,619.36,332.88,577.46,400.86,701.14,441.83,616.95,427.11,599.88,575.28,430.76,546.97,600.17,480.07,370.7,722.84,885.58,869.12,593.79,577.58,474.32,611.7,552.69,804.37,892.4,857.04,681.85,664.21,627.46,422.81,608.52
676.31,711.96,589.21,640.5,305.54,517.18,450.13,734.31,423.19,607.02,437.63,696.98,552.3,471.74,489.36,541.05,509.03,373.24,714.38,837.92,784.99,630.81,558.56,484.52,603.56,597.61,738.61,964.15,889.75,735,603.93,642.96,336.02,591.05,721.83,675.4,751.78,621.54,322.76,580.28,401.34,699.89,441.66,618.59,426.94,601.32,572.93,431.97,547.17,598.99,481.31,372.8,723.02,882.37,869.46,596.48,577.47,475.49,611.58,552.96,809.72,894.47,858.38,681.63,666.65,627.88,420.4,616.2
674.57,714.45,579.55,640.42,304.07,516.54,448.92,734.23,422.07,606.42,438.58,696.8,551.31,471.04,489.48,539.33,508.94,371.25,713.02,839.53,783,630.54,559.81,485.28,604.12,598.56,735.52,962.76,890.87,737.2,602.38,642.96,335.05,585.39,721.88,675.7,746.89,621.54,331.45,574.52,402.3,700.64,442.07,616.9,428.12,601.43,574.08,431.92,546.97,599.68,481.06,372.19,722.22,882.5,867.57,595.11,578.71,473.95,611.96,553.74,803.89,892.45,857.75,683.68,665.01,628.09,421.61,606.12
677.69,713.03,597.97,641.11,306.04,517.13,451.22,735.15,423.13,607.62,439.57,698.08,551.73,472.27,488.44,541.32,509.78,373.46,715.64,836.93,785.7,632.11,559.46,485.69,605.34,598.82,738.62,966.84,890.08,738.03,604.81,643.99,332.63,591.79,724.79,674.91,727.73,623.17,323.93,578.59,402.38,700.93,442.49,618.15,428.74,601.91,572.7,432.52,544.85,598.78,481.24,373.74,723.73,880.3,869.15,597.25,577.91,477,612.45,553.62,808.7,894.43,857.45,684.55,666.16,628.76,419.88,611.4
675.27,714.55,590.57,641.22,301.38,517.77,450.26,734.05,423.43,605.31,438.55,697.67,552.77,470.73,487.66,543.14,509.06,371.8,714.54,837.84,784.93,630.62,559.12,483.76,604.2,598.58,735.21,964.87,890.27,738.93,604.36,644.39,336.42,583.52,721.37,677.58,713.04,621.35,327.44,573.33,400.72,701.55,443,617.04,428.13,602.2,572.7,431.4,543.3,597.68,481.84,368.03,723.35,880.17,867.41,594.75,578.64,473.66,612.08,553.13,804.29,894.35,857.74,685.38,665.3,628.89,420.88,601.68
675.72,713.41,580.34,641.09,304.17,515.29,450.8,735.31,423.06,607.69,437.36,699.19,552.35,471.54,486.11,540.56,509.05,372.95,715.12,838.84,787.48,632.13,559.18,484.33,605.17,597.96,735.77,966.76,889.5,739.79,603.27,644.88,332.28,592.12,721.92,678.31,729.83,621.33,326.13,580.6,401.67,702.43,443.18,619.57,427.19,602.37,574.43,432.07,542.91,598.49,480.98,371.82,723.25,880.18,870.03,596.89,578.12,476.43,612.53,552.69,805.8,895.84,858.39,685.7,665.41,628.98,416.97,614.64
673.44,713.47,578.72,640.64,300.89,515.63,449.27,734.06,423.36,604.36,436.27,697.73,550.4,469.6,485.25,540.5,509.06,371.21,712.64,837.16,784.85,629.41,559.06,483.68,603.96,597.74,733.83,964.02,887.81,739.35,602.23,644.12,336.07,581,718.46,676.8,732.2,619.05,330.71,574.68,401.63,701.46,442.9,615.93,426.37,601.32,573.12,431.37,540.33,598.52,480.81,369.97,721.82,882.56,866.93,593.66,578.14,474.33,612.26,551.68,800.68,894.26,856.31,685.9,664.42,628.97,423.95,604.64
674.51,712.17,599.51,639.38,305.14,516.34,450.51,733.35,422.41,607.01,435.89,698.77,552.53,472.09,485.59,539.93,508.85,371.8,714.8,837.1,786.19,629.25,559.09,483.45,604.12,597.17,734.58,964.73,887.72,738.54,602.63,644.47,335.99,592.62,722.15,674.61,719.9,620.06,328.82,577.51,402.91,700.23,443.16,618.79,425.15,602.41,573.57,432.46,543.16,598.31,480.8,370.94,722.74,880.99,868.57,595.26,577.54,474.7,612.07,551.86,804.32,895.28,855.97,685.37,664.37,628.58,416.11,612.76
674.96,712.33,593.52,640.37,305.19,517.21,449.89,733.81,422.73,604.26,436.48,697.62,551.17,470.56,486.83,540.37,510.17,373.06,713.47,836.37,782.98,629.25,559.52,484.52,603.83,597.58,732.94,964.42,888.24,737.94,601.75,645.16,334.47,583.57,719.44,675.05,739.26,619.99,327.53,576.07,401.22,698.93,441.57,614.23,426.7,602.09,570.67,431.18,541.71,596.98,481.31,370.33,723.09,882.46,867.01,593.36,578.49,475.12,612.33,552.06,801.8,893.09,855.27,684.82,663.85,628.18,422.32,603.28
673.33,712.27,569.07,639.19,303.25,516.26,450.71,732.75,422.76,606.65,435.19,698.23,552.3,472.07,488.14,540.44,509.12,370.34,713.89,837.26,786.25,628.76,558.65,484.79,603.73,596.86,733.82,962.26,887.89,736.15,602.55,643.47,333.6,591.86,718.68,673.23,698.02,619.62,328.48,581.16,400.58,698.96,441.76,618.8,426.26,601.51,574.11,432.34,544.25,598.35,479.87,371.28,723.12,883.13,868.41,594.08,578.09,474.78,611.75,552.73,804.18,892.76,854.07,682.58,664.96,627.89,415.29,612.06
677.47,711.48,576.39,639.92,305.58,515.76,449.13,731.18,421.16,604.48,436.51,697.62,550.48,470,488.47,540.36,509.34,371.95,713.63,835.89,783.44,627.48,559.53,485.29,603.79,596.96,733.67,961.89,887.9,735.73,602.08,644.19,337.15,581.19,720.69,671.97,727.21,619.41,328.76,577.03,400.77,697.27,440.64,614.68,425.31,601.32,572.13,430.9,543.95,597.32,481.18,372.21,719.19,879.92,866.51,592.61,577.83,474.24,611.34,551.68,804.21,891.28,855.25,683.19,663.44,627.25,423.3,604.21
676.29,710.1,583.83,639.65,305.23,517.6,450.58,728.69,421.09,606.93,435.52,699.39,552.57,471.38,488.43,541.46,509.41,373.04,714.42,836.24,786.69,628.71,558.59,484.17,603.3,595.15,736.18,960.16,888.36,734.2,604.46,641.87,336.31,592.5,721.28,672.3,708.59,619.75,328.77,581.27,401.4,696.67,440.58,618.27,425.28,601.54,573.03,433.01,545.86,597.69,481.45,371.54,719.84,883.66,869.18,594.83,578.75,474.89,611.75,551.44,808.28,891.2,855.51,681.2,664.36,626.74,417.81,610.76
675.85,710.01,576.14,640.16,303.9,516.8,448.45,727.9,420.64,604.33,436.1,698.04,549.86,470.54,488.76,540.2,510.04,369.68,714.25,835.47,783.6,628.19,560.43,485.35,604.38,595.47,735.05,958.82,889.43,734.67,603.09,642.7,335.36,580.24,720.23,673.12,709.83,619.61,327.37,578.36,400.5,696.71,440.26,615.41,426.68,601.79,571.57,431.5,545.26,598.9,481.91,369.98,720.21,881.45,867.68,593.12,580.14,476.69,612.7,551.37,806.98,889.88,856.8,683.18,664.81,627.79,424.68,604.73
676.44,710.3,587.8,640.69,305.18,514.78,450.73,727.19,420.31,606.73,435.35,699.88,551.88,472.99,488.92,539.67,509.99,373.16,714.13,836.49,784.39,628.96,560.06,484.31,604.46,594.57,735.98,957.9,889.13,733.46,605.64,642.13,336.08,592.35,720.97,671.83,722.82,621.01,327.31,579.64,402.1,696.18,440.48,620.53,424.79,603.2,573.25,433.28,548.02,598.83,481.95,371.94,720.59,882.81,869.2,593.85,579.76,476.2,612.4,551.61,808.28,889.63,855.25,682.41,667.03,627.84,422.36,616.67
677.61,709.57,574.49,643.7,303.49,514.95,449.25,728.67,420.95,604.42,436.36,699.1,550.6,471.64,488.65,539.25,511.02,369.25,712.35,832.36,780.33,629.63,559.92,484.87,603.62,597.01,736.34,958.03,887.83,734.85,602.95,641.67,336,582.31,720.62,671.22,694.9,623.32,327.91,577.74,401.36,696.82,440.05,614.95,427.33,603.96,570.3,432.14,546,597.99,483.98,369.07,719.13,879.62,865.69,593.42,580.1,475.6,612.64,552.42,805.36,888.9,854.63,683.78,665,627.54,422.26,606.27
675.43,710.1,578.43,643.83,305.17,513.09,451.65,729.42,421.87,606.81,435.24,702.59,552.55,474.51,488.36,539.42,510.09,373.8,709.98,835.05,780.1,633.05,560.08,484.04,603.36,595.91,736,958.87,887.97,736.23,604.99,640.63,336.73,592.57,720.07,671.67,689.65,626.5,329.74,579.2,402.53,697.12,440.44,620.08,427.39,605.76,574.06,433.79,548.89,599.15,483.18,369.66,720.64,880.36,866.09,596.53,579.44,475.08,612.78,552,806.89,891.8,854.87,684.03,665.86,627.84,421.11,613.9
676.26,709.15,583.72,644.5,304.85,513.93,450.22,730.35,421.2,603.81,437.62,700.39,550.36,472.96,489.66,538.64,511.06,369.28,709.41,831.08,777.53,632.02,560.92,484.93,604.22,596.7,736.3,958.62,886.67,736.72,602.17,641.18,332.26,582.81,721.03,672.62,702.82,626.48,329.56,576,401.33,697.6,441.35,614.76,427.77,604.96,571.39,432.87,547.08,598.65,483.62,369.73,719.33,875.5,864.55,594.41,580.47,476.47,612.37,552.97,804.25,891.93,855.44,686.88,664.32,628.43,424.6,606.02
675.03,707.98,583.07,642.44,307.17,512.24,452.47,726.97,421.44,608.33,437.06,701.67,552.35,473.91,490.26,540.35,510.36,375.94,708.89,830.66,779.14,631.09,559.97,484.76,603.26,595.22,737.04,956.72,886.06,735.63,606.07,640.17,338.27,594.32,722.78,671.78,711.33,624.74,327.6,575.78,401.6,695.1,441.56,620.07,425.59,605.95,574.65,433.27,549.4,598.14,482.45,370.3,721.04,878.99,866.47,593.2,579.55,475.84,612.43,551.98,806.24,892.44,855.02,684.31,667,628.54,417.62,615
677.57,706.13,589.27,641.28,306.5,508.9,449.89,725.24,420.98,605.4,436.6,700.08,550.73,471.84,488.35,539.47,511.23,369.72,708.82,826.4,777.84,627.78,560.87,485.43,603.72,595.45,734.69,956.84,884.73,735.66,603.38,642.14,334.99,583.54,724.66,669.27,716.45,621.81,327.85,575.23,400.66,695.54,440.27,617.34,425.47,603.35,571.04,432.02,547.34,597.86,483.09,369.97,721.81,875.5,866.66,592.06,579.7,477.26,612.47,552.01,804.17,893.05,854.53,684.73,666.65,630.7,423.8,608.26
675.75,704.73,587.14,638.85,306.86,509.26,450.22,723.57,420.36,610.6,433.54,699.47,552.97,471.6,488.75,537.83,510.09,374.21,709.21,828.84,777.46,628.11,558.93,484.34,602.51,593.55,734.16,954.7,883.74,733.9,605.92,640.9,337.34,595.36,726.28,668.98,685.51,620.49,328.86,572.99,401.11,695.27,441.25,622.06,425.51,602.8,575.88,432.03,550.12,596.8,481.04,370.38,724.08,878.69,868.91,591.84,577.61,476.25,612.89,550.77,805.21,894.52,854.1,682.02,668.55,630.35,421.57,618.21
676.34,706.02,578.61,638.61,307.01,507.31,448.41,724.78,421.28,606.73,433.81,696.32,550.95,470.42,486,538.36,508.77,369.39,710.39,824.43,778.22,625.92,558.73,484.82,602.77,594.49,732.29,955.25,882.4,732.83,602.52,641.87,332.19,584.27,723.4,670.73,716.39,618.72,318.29,573.21,399.3,696.27,440.19,617.67,425.91,601.24,572.62,430.48,546.3,595.65,480.64,368.47,722.83,877.3,868.13,590.92,577.04,475.86,612.8,550.14,805.01,894.02,853.76,682.57,665.51,631.55,417.47,605.69
674.7,706.47,585.37,637.36,307.38,510.32,450.22,725.52,420.4,609.45,434.09,697.33,553.16,471.37,488.51,539.14,507.01,373.52,711.46,831.64,781.51,626.7,557.91,483.22,602.13,593.42,733.38,954.71,883.41,732.25,604.85,642.33,339.24,591.41,723.1,672.79,704.62,618.22,328.55,569.5,401.16,696.66,441.06,620.53,425.65,602.16,575.03,430.46,550,597.09,479.6,370.27,721.87,883.28,870.96,590.74,576.07,475.74,611.81,550.47,805.19,895.48,853.79,681.21,666.85,629.99,420.87,608.95
675.71,706.09,594.78,639.21,304.22,507.46,448.62,726.31,420.5,604.75,434.71,695.02,549.64,469.9,487.58,539.39,508.09,369.81,712.14,827.04,780.49,627.41,558.17,483.6,603.08,594.59,731.87,955.91,883.04,733.17,600.72,642.51,330.52,583.27,721.99,672.15,721.64,619.15,320.85,572.9,398.11,697.01,439.11,616.06,426.47,600.43,573.01,429.78,546.24,596.42,480.43,368.82,720.41,879.08,868.36,591.24,577.03,474.6,612.48,550.88,803.27,893.36,853.51,681.82,663.23,629.06,419.52,607.29
673.84,706.47,576.34,639.36,307.67,509.94,450.23,727.47,419.69,608.4,434.9,697.02,552.3,472.5,490.85,538.96,507.85,374.16,711.19,832.59,781.45,629.69,558.1,482.48,602.58,594.09,736.38,954.47,884.3,732.37,604.23,641.62,339.04,589.63,722.05,673.38,701.6,621.09,330.32,573.78,401.3,697.65,440.13,617.79,426.03,601.95,573.77,430.42,550.54,598.58,479.63,370.34,721.25,881.23,869.78,591.38,576.63,474.47,611.79,551.19,806.46,893.59,854.76,680.73,666.03,627.3,423.9,604.07
674.23,707.88,568.37,640.13,305.7,511.6,449.29,729.18,420.51,604.75,436.79,697.39,550.49,472.21,490.81,539.59,509.4,369.1,712.23,829.8,779.54,629.33,558.82,484.23,603.33,595.33,737.14,956.91,885.21,734.2,601.29,641.94,332.02,585.65,722.5,673.61,701.61,621.6,321.24,578.21,400.41,699.8,440.49,617.38,426.4,602.19,573.14,431,550.83,598.63,481.9,369.78,720.55,876.5,866.6,591.26,577.97,476.09,613.41,553.22,805.16,893.43,855.02,682.67,664.67,629.59,421.99,606.97
675.71,709.39,586.33,641.04,308.28,514.02,450.46,729.5,420.43,608.5,436.47,699.56,552.19,471.68,491.03,538.86,508.92,374.54,712.31,832.21,779.66,629.79,559.35,484.54,603.38,596.14,736.44,957.22,886.08,734.63,603.96,642.07,337.83,589.73,722.7,672.01,734.62,622.71,330.53,575.82,401.66,697.73,440.37,618.99,426.59,603.73,573.93,431.43,552.11,599.54,482.56,372.71,723.4,880.09,869.68,590.9,578.34,475.92,613.1,552.59,808.54,895.67,856.18,682.79,668.57,629.08,424.56,610.04
676.76,710.62,578.36,641.38,302.43,512.33,450.05,729.78,422.12,605.09,436.48,698.75,551.39,471.13,488.61,540.39,510.19,369.58,713.04,832.9,781.72,628.95,560.05,485.71,604.68,597.02,734.74,959.1,887.27,735.76,602.45,643.23,330.4,585.34,724.64,673.28,713.85,622.88,324.32,581.37,400.75,699.56,440.57,617.23,426.05,604.11,572.99,430.52,549.62,597.98,482.88,369.6,721.69,877.43,869.05,592.51,578.88,477.06,613.37,553.66,805.82,895.01,856.44,684.15,665.39,630.94,416.92,604.41
675.89,709.36,579.33,639.37,309.48,511.07,449.87,728.62,421.22,607.53,434.6,698.12,551.97,470.54,488.19,539.43,508.59,372.99,712.04,833.33,780.72,629.51,559.1,483.78,603.33,594.65,733.72,957.05,885.89,734.22,604.17,642.15,341.19,588.66,722.6,674.33,722.86,619.08,332.88,577.8,401.09,698.62,440.45,618.17,425.79,602.94,572.77,430.35,549.57,599.28,481.76,370.53,722.68,880.56,871.54,592.13,578.67,474.38,612.42,550.74,807.18,894.61,855.77,682.29,666.93,628.45,426.84,609.96
675.02,709.52,561.36,638.4,307.93,507.45,448.16,728.49,421.18,605.22,433.97,696.82,550.95,470.14,485.79,538.51,508.26,368.35,713.37,833.52,783.07,627.46,559.06,485.24,603.78,592.83,731.61,957.65,886.68,732.63,600.62,642.12,328.76,585.43,723.6,674.67,699.21,617.85,323.72,583.35,399.78,699.21,440.69,615.98,424.14,602.49,573.85,430.18,547.02,598.37,481.14,368.77,721.42,879.05,870.58,591.77,578.41,475.75,613.77,550.73,804.32,894.65,855.58,682.44,665.6,629.43,416.31,603.84
